region_level,electricity_mix_type,region_name,region_code,reference_year,product_system_id,product_system_version,lifecycle_ar5_gwp100_kgco2e_per_mwh,direct_generation_ar5_gwp100_kgco2e_per_mwh,upstream_infrastructure_ar5_gwp100_kgco2e_per_mwh,upstream_infrastructure_share_pct,process_count,link_count,unlinked_technosphere_inputs,solver_iterations,solver_residual,below_cp_one_phase_numerical_crossover,above_released_high_numerical_anchor,index_screening_lowest_technology,index_screening_second_technology,index_screening_margin_pct,interpretation
BA,residual consumption mix,"Alcoa Power Generating, Inc. - Yadkin Division",YAD,2023,25754c48-0c68-4127-b739-b8f159c2d5ab,03.00.000,4.7630803317316985,4.7630803317316985,0.0,0.0,4,3,0,4,0.0,True,False,Two-phase,Cold plate,4.755866091412253,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,Arizona Public Service Company,AZPS,2023,0104fc36-a611-481a-ba5a-7c577311c571,03.00.000,619.5631790843576,578.9127286752664,40.65045040909115,6.561146914696867,119,186,56,5,0.0,False,True,Two-phase,One-phase,5.310728794045216,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,"Associated Electric Cooperative, Inc.",AECI,2023,d28e6b1c-f612-4960-a7ea-d81b5df13de8,03.00.000,701.6748049613026,648.8230707154133,52.85173424588925,7.532226306572889,96,231,173,5,0.0,False,True,Two-phase,One-phase,5.282547194323239,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,Avista Corporation,AVA,2023,19a5fdbc-2717-4834-a504-154c006b3d7c,03.00.000,261.61403068394753,230.09284497094916,31.521185712998374,12.048736694508065,201,313,111,5,0.0,False,False,Two-phase,One-phase,5.603511830706731,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,Balancing Authority of Northern California,BANC,2023,7cf75024-3ea6-4145-a930-a02537bd6825,03.00.000,252.34584537479168,206.62107334834147,45.72477202645021,18.119883035339218,245,371,98,5,0.0,False,False,Two-phase,One-phase,5.620105510171491,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,Bonneville Power Administration,BPAT,2023,c0eedcc8-2f00-4cee-978d-2c936fff17d3,03.00.000,173.1371177252033,149.45738211470112,23.679735610502178,13.676868323571009,182,276,110,5,0.0,False,False,Two-phase,One-phase,5.8165530242388686,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,California Independent System Operator,CISO,2023,1976b85e-2ade-4686-883f-ebe554a0c9e0,03.00.000,266.38612432348583,217.69609000420496,48.69003431928087,18.277991934802937,230,367,99,5,0.0,False,False,Two-phase,One-phase,5.595339402831567,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,City of Homestead,HST,2023,26f486f6-6a63-4b00-a241-59acd8c1aa2c,03.00.000,370.7427049832685,310.80499175878566,59.93771322448282,16.16692990012785,102,208,149,5,0.0,False,False,Two-phase,One-phase,5.46226937668588,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,"City of Tacoma, Department of Public Utilities, Light Division",TPWR,2023,c846fb9d-3800-459d-aa81-c34d0d9e26f2,03.00.000,79.50455023647618,68.787035256686,10.717514979790181,13.480379359309994,174,261,108,5,0.0,True,False,Two-phase,Cold plate,6.077051048527338,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,City of Tallahassee,TAL,2023,7e334892-e4ea-4448-921c-5634f51a086d,03.00.000,501.45049542420804,412.71534097837844,88.73515444582961,17.695695837485022,77,152,158,5,0.0,False,False,Two-phase,One-phase,5.365812767233558,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,"Dominion Energy South Carolina, Inc.",SCEG,2023,7b27b524-6aad-4f3a-b5c5-d8eaa7edab6b,03.00.000,445.3545064244467,387.9172770264194,57.437229398027284,12.896968273469435,84,173,158,5,0.0,False,False,Two-phase,One-phase,5.401055009337674,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,Duke Energy Carolinas,DUK,2023,3c678c0b-db61-4651-b5f6-093b9ee6d357,03.00.000,333.21976392302435,271.15289188830894,62.0668720347154,18.62640778085816,84,173,158,5,0.0,False,False,Two-phase,One-phase,5.501911864445397,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,"Duke Energy Florida, Inc.",FPC,2023,2ce86cd2-969d-42d9-999b-21e35f48b74e,03.00.000,546.0539006411534,466.2331770513654,79.82072358978803,14.617737094463736,105,213,149,5,0.0,False,True,Two-phase,One-phase,5.342473573479856,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,Duke Energy Progress East,CPLE,2023,d04d1f3f-4b1a-4b65-a7e5-79277b4b44d1,03.00.000,282.9534616736832,231.31104272185488,51.64241895182832,18.25120592141229,84,173,158,5,0.0,False,False,Two-phase,One-phase,5.5687505303080975,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,Duke Energy Progress West,CPLW,2023,36819fe9-91b0-4fd5-8dfe-b17cbb36bdd2,03.00.000,83.4870680097198,33.56042845138249,49.926639558337314,59.80164443255416,110,283,172,5,0.0,True,False,Two-phase,Cold plate,6.107867738252848,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,El Paso Electric Company,EPE,2023,d9cb314f-5f3d-4470-aa42-03623be94a5e,03.00.000,547.7672478056414,457.89678756886855,89.87046023677289,16.406687438285957,40,50,27,5,0.0,False,True,Two-phase,One-phase,5.341645761813263,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,"Electric Reliability Council of Texas, Inc.",ERCO,2023,e611456c-7217-47c1-b8a4-0deea11ab748,03.00.000,505.13965781243814,446.7743202483745,58.36533756406362,11.554297244611721,26,39,28,5,0.0,False,False,Two-phase,One-phase,5.363741757109031,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,Florida Municipal Power Pool,FMPP,2023,b9519ad6-363b-423c-9cc7-855e1e09fa41,03.00.000,591.9578216489028,513.6859278027977,78.27189384610517,13.22254575977698,105,213,149,5,0.0,False,True,Two-phase,One-phase,5.321806228142201,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,Florida Power & Light Co.,FPL,2023,307c6522-1c26-4899-9d93-d1e902d8de3a,03.00.000,372.3161461075577,312.1240557594912,60.19209034806647,16.166929900127858,102,208,149,5,0.0,False,False,Two-phase,One-phase,5.460758605236649,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,Gainesville Regional Utilities,GVL,2023,bbafc97d-f94c-4065-b2a9-bdc15af62d24,03.00.000,780.1174108796439,711.7387066365092,68.37870424313473,8.765181149595463,94,195,149,5,0.0,False,True,Two-phase,One-phase,5.260791299194256,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,"Gridforce Energy Management, LLC",GRID,2023,1d3579b9-8a87-4ee0-bf7a-d7745bcbdc58,03.00.000,506.8031571691256,415.81845366118046,90.98470350794514,17.952671016526953,6,5,0,5,0.0,False,False,Two-phase,One-phase,5.362816780429869,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,Gridforce South,GRIS,2023,df2fb924-ffb1-42ef-8920-6dd6df4a2587,03.00.000,13.174429872116708,0.6126901263753298,12.561739745741377,95.34939931122126,5,4,0,5,0.0,True,False,Two-phase,Cold plate,5.046040900943649,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,"Griffith Energy, LLC",GRIF,2023,2a2f0aec-fe12-4906-a43b-d30970fb0515,03.00.000,516.8253052790286,404.27233053312756,112.55297474590105,21.777760027662513,6,5,0,5,0.0,False,False,Two-phase,One-phase,5.357357617275804,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,ISO New England,ISNE,2023,bf709b3b-5c89-43d8-aa39-466fabe28da9,03.00.000,303.74406906877056,266.3310261885243,37.41304288024628,12.317291657726363,30,42,31,5,0.0,False,False,Two-phase,One-phase,5.538843660256321,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,Idaho Power Company,IPCO,2023,c5d66a21-be05-47d0-9b50-c04ecb89a7bd,03.00.000,392.71606329380427,349.96779262849304,42.748270665311225,10.885287020543846,160,252,82,5,0.0,False,False,Two-phase,One-phase,5.442129264161388,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,Imperial Irrigation District,IID,2023,5281d426-805e-406b-935f-34c711dbaac1,03.00.000,229.90164435696724,203.95117106135825,25.950473295608987,11.28764144692928,13,15,0,5,0.0,False,False,Two-phase,One-phase,5.664738407485537,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,JEA,JEA,2023,db3b245f-5705-49e7-981c-ffd682881e89,03.00.000,617.8186475592588,536.1261239948916,81.6925235643672,13.222735164615045,94,193,149,5,0.0,False,True,Two-phase,One-phase,5.3114019906684184,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
BA,residual consumption mix,Los Angeles Department of Water and Power,LDWP,2023,8d302804-6c66-4438-a9e6-d1688c80abd2,03.00.000,539.3064615372707,471.5883541098208,67.71810742744992,12.556516981907146,244,392,125,5,0.0,False,True,Two-phase,One-phase,5.345779922510907,Federal LCA Commons residual consumption-mix lifecycle factor; cooling ordering remains a numerical transferability screen because the released cooling endpoints have an unresolved LCIA-method identity.
